document_id,borough,zip,block,lot,address,recorded_date,doc_amount,doc_type
2023041100253001,Queens,11692,16089,40,210 BEACH BREEZE PLACE,2023-04-11,181420.77,MTGE
2023040600679001,Queens,11412,12627,18,117-26 202ND STREET,2023-04-10,23603.68,MTGE
2023040600770001,Bronx,10456,2633,32,1045 TRINITY AVENUE,2023-04-10,490942.00,MTGE
2023041000001001,Bronx,10456,2782,236,1383 TELLER AVENUE,2023-04-10,130767.43,MTGE
2023041000004001,Bronx,10462,4042,20,868 VAN NEST AVENUE,2023-04-10,118422.75,MTGE
2023040600808001,Queens,11422,12877,9,128-65 236TH STREET,2023-04-07,15598.16,MTGE
2023040700096001,Brooklyn,11234,8494,28,1697 EAST 54TH STREET,2023-04-07,23364.62,MTGE
2023040700171001,Queens,11379,3779,17,78-26 68TH AVE,2023-04-07,68666.41,MTGE
2023040500922001,Queens,11434,12241,20,161-38 118TH AVENUE,2023-04-06,27713.16,MTGE
2023040600005001,Bronx,10459,2677,4,844 UNION AVENUE,2023-04-06,86501.67,MTGE
2023040600009001,Brooklyn,11207,4059,124,824 BLAKE AVENUE,2023-04-06,18141.80,MTGE
2023040600057001,Queens,11379,2942,62,82-64 61ST ROAD,2023-04-06,79258.32,MTGE
2023040600195001,Queens,11429,10879,42,99-74 211TH PLACE,2023-04-06,13830.63,MTGE
2023040600761001,Brooklyn,11212,3573,19,717 THOMAS S BOYLAND ST,2023-04-06,20376.41,MTGE
2023040600780001,Queens,11436,12047,61,123-16 145TH STREET,2023-04-06,9990.53,MTGE
2023030700490001,Brooklyn,11233,1670,75,305 MAC DONOUGH STREET,2023-04-05,128377.50,MTGE
2023033000748003,Brooklyn,11212,4645,64,345 REMSEN AVENUE,2023-04-05,1275000.00,MTGE
2023040400824001,Bronx,10466,4852,33,4026 BARNES AVENUE,2023-04-05,18598.85,MTGE
2023040400829001,Bronx,10469,4560,27,1154 ADEE AVENUE,2023-04-05,69546.34,MTGE
2023040500054001,Brooklyn,11210,7743,18,1075 EAST 39TH STREET,2023-04-05,23719.60,MTGE
2023040500117001,Brooklyn,11208,4185,18,131 FORBELL STREET,2023-04-05,84765.00,MTGE
2023040500131001,Bronx,10466,4902,26,1143 EAST 223 STREET,2023-04-05,16509.31,MTGE
2023040500503001,Brooklyn,11229,8845,2050,15 BEACON CT,2023-04-05,45191.01,MTGE
2023040500323001,Queens,11412,11009,9,114-55 FARMERS BOULEVARD,2023-04-05,51720.06,MTGE
2023040300785001,Bronx,10472,3872,14,1318 CROES AVENUE,2023-04-04,55116.67,MTGE
2023040400003001,Queens,11429,10984,34,112-20 208TH STREET,2023-04-04,15065.90,MTGE
2023040400224001,Queens,11413,13017,53,217-10 136TH AVENUE,2023-04-04,42543.24,MTGE
2023040400280001,Brooklyn,11226,4884,13,14 EAST 31ST STREET,2023-04-04,14351.51,MTGE
2023040400290001,Bronx,10469,4749,14,3347 TIEMANN AVENUE,2023-04-04,0.00,MTGE
2023040400446001,Bronx,10473,3497,24,444 THIERIOT AVENUE,2023-04-04,22820.79,MTGE
2023040400823001,Queens,11433,10257,54,108-18 174TH STREET,2023-04-04,12055.12,MTGE
2023040300002001,Queens,11369,1669,42,29-43 GILLMORE STREET,2023-04-03,20993.05,MTGE
2023040300060002,Queens,11417,11374,125,92-30 SILVER ROAD,2023-04-03,1087500.00,MTGE
2023033100378001,Bronx,10457,3036,53,2037 WASHINGTON AVENUE,2023-04-03,94208.82,MTGE
2023033100462001,Queens,11433,10255,37,108-43 171ST PLACE,2023-04-03,2647.94,MTGE
2023033100464002,Queens,11412,10350,48,186-21 ELMIRA AVENUE,2023-04-03,132165.73,MTGE
2023033100705001,Bronx,10467,4673,46,3642 BARNES AVENUE,2023-04-03,19394.33,MTGE
2023033100710001,Queens,11361,6061,36,32-24 212TH STREET,2023-04-03,13859.60,MTGE
2023040300262001,Queens,11434,12204,309,152-23 118TH AVENUE,2023-04-03,18426.72,MTGE
2023040300388001,Queens,11412,10999,62,113-06 205TH STREET,2023-04-03,19817.28,MTGE
2023040300641001,Queens,11433,12171,10,111-31 156TH STREET,2023-04-03,53419.36,MTGE
2023012000642002,Brooklyn,11225,1318,47,102 STERLING STREET,2023-03-31,938250.00,CORRM
2023032900561001,Bronx,10469,4738,24,3333 CORSA AVENUE,2023-03-31,17884.58,MTGE
2023032900882001,Queens,11413,12957,52,218-17 133RD ROAD,2023-03-31,150442.06,MTGE
2023033000003001,Queens,11436,12017,5,143-12 FOCH BOULEVARD,2023-03-31,56971.38,MTGE
2023033100213001,Queens,11429,10776,36,220-25 102ND AVE,2023-03-31,59811.35,MTGE
2023013100520001,Queens,11691,15702,63,1419 POINT BREEZE PLACE,2023-03-30,56548.68,MTGE
2023032900408001,Queens,11434,12225,65,155-25 116TH DRIVE,2023-03-30,8162.49,MTGE
2023032900678001,Bronx,10466,5022,8,4120 WILDER AVENUE,2023-03-30,51239.42,MTGE
2023032900044001,Brooklyn,11236,8086,46,1646 REMSEN AVENUE,2023-03-30,9267.49,MTGE
2023032800555001,Queens,11413,12728,3,125-35 LUCAS STREET,2023-03-29,46072.81,MTGE
2023032400583001,Bronx,10460,4021,21,1723 GARFIELD STREET,2023-03-28,108453.27,MTGE
2023032700070001,Brooklyn,11236,8180,19,1141 E 92ND ST,2023-03-28,12373.08,MTGE
2023032700132001,Brooklyn,11234,7757,55,1050 EAST 54TH STREET,2023-03-28,87152.27,MTGE
2023032700485002,Bronx,10458,3023,72,2482 ELM PLACE,2023-03-28,885000.00,MTGE
2023032700665001,Bronx,,3432,1601,53 BEACON LANE,2023-03-28,11260.02,MTGE
2023032400281003,Brooklyn,11213,1407,38,1610 PRESIDENT STREET,2023-03-27,1425000.00,MTGE
2023032700004001,Queens,11426,8002,38,92-29 240TH STREET,2023-03-27,88206.93,MTGE
2023032700005001,Queens,11434,12474,54,179-53 SELOVER ROAD,2023-03-27,3618.11,MTGE
2022102400583001,Queens,11434,12396,97,114-20 175TH STREET,2023-03-24,83871.76,MTGE
2023032300732001,Queens,11422,13216,24,134-11 245TH STREET,2023-03-24,86818.69,MTGE
2023032200829001,Queens,11378,2507,61,53-50 73RD STREET,2023-03-23,29490.25,MTGE
2023032300042001,Bronx,10472,3748,71,1697 WATSON AVENUE,2023-03-23,45889.34,MTGE
2023032300429001,Queens,11419,9601,13,107-16 122ND STREET,2023-03-23,43027.83,MTGE
2023032100873001,Bronx,10466,5014,31,4135 GRACE AVENUE,2023-03-23,11135.96,MTGE
2023032200246001,Brooklyn,11212,4630,53,243 EAST 94TH STREET,2023-03-23,25961.16,MTGE
2023032200107001,Queens,11434,12315,53,140-50 160TH STREET,2023-03-22,21370.20,MTGE
2023032200198001,Queens,11413,13143,147,140-18 MARISSA STREET,2023-03-22,11913.69,MTGE
2023032000004001,Brooklyn,11236,8166,37,9708 FARRAGUT ROAD,2023-03-21,65463.45,MTGE
2023032000004001,Brooklyn,11236,8166,137,N/A FARRAGUT ROAD,2023-03-21,65463.45,MTGE
2023032000010001,Brooklyn,11215,867,23,N/A 5 AVENUE,2023-03-21,10828.43,MTGE
2023032000628001,Queens,11413,12901,372,130-66 224TH STREET,2023-03-21,16579.86,MTGE
2023032000807001,Queens,11422,13216,24,134-11 245TH STREET,2023-03-21,38061.66,MTGE
2023032000891001,Queens,11691,15625,44,2-97 BEACH 14 STREET,2023-03-21,17656.64,MTGE
2023032100011001,Queens,11421,8947,27,92-36 77TH ST,2023-03-21,25567.11,MTGE
2023032100040001,Queens,11413,13101,12,220-47 135TH AVENUE,2023-03-21,59309.07,MTGE
2023032100198001,Queens,11419,9578,20,104-30 125TH ST,2023-03-21,39571.79,MTGE
2023032100509001,Bronx,10472,3757,53,1129 UNDERHILL AVENUE,2023-03-21,46734.31,MTGE
2023032100516001,Queens,11411,11264,75,114-37 220TH STREET,2023-03-21,25200.88,MTGE
2023031700530001,Brooklyn,11207,4299,62,677 PENNSYLVANIA AVENUE,2023-03-20,17020.50,MTGE
2023031700725001,Bronx,10469,4897,6,1271 EAST 222 STREET,2023-03-20,13089.95,MTGE
2023031700768001,Queens,11434,12465,45,119-15 179TH STREET,2023-03-20,107153.92,MTGE
2023032000446001,Queens,11420,11724,3,130-56 118TH STREET,2023-03-20,70996.06,MTGE
2023031600582001,Bronx,10466,5099,33,1006 EAST 241 STREET,2023-03-17,183608.66,MTGE
2023031700121001,Bronx,10458,3039,19,466 EAST 185 STREET,2023-03-17,0.00,MTGE
2023031700213001,Bronx,10469,4488,24,2538 KINGSLAND AVENUE,2023-03-17,51710.57,MTGE
2023031500608003,Queens,11379,2790,15,66-48 69TH STREET,2023-03-16,1633950.00,MTGE
2023031500750001,Queens,11411,11268,107,114-60 225TH STREET,2023-03-16,30229.43,MTGE
2023031500781001,Brooklyn,11236,8225,56,1036 E 99TH ST,2023-03-16,55082.58,MTGE
2023031501021001,Queens,11413,13105,52,224-11 135TH AVENUE,2023-03-16,11179.28,MTGE
2023031600002001,Queens,11422,13669,55,255-03 149TH ROAD,2023-03-16,52209.91,MTGE
2023031600065001,Queens,11434,12204,264,153-33 118TH AVENUE,2023-03-16,4294.57,MTGE
2023031300414001,Bronx,10473,3468,7,351 BEACH AVENUE,2023-03-14,94922.17,MTGE
2023031400028001,Bronx,10467,4673,46,3642 BARNES AVENUE,2023-03-14,13678.35,MTGE
2023031400254002,Bronx,10467,4671,32,3522 BARNES AVENUE,2023-03-14,89380.05,MTGE
2023031000206001,Queens,11357,4707,67,151-14 20TH AVE,2023-03-13,68325.53,MTGE
2023031000506001,Bronx,10473,3468,7,351 BEACH AVENUE,2023-03-13,94922.17,MTGE
2023031000546001,Brooklyn,11208,4476,12,514 BERRIMAN ST,2023-03-13,11324.42,MTGE
2023031300067002,Brooklyn,11203,4824,58,605 TROY AVENUE,2023-03-13,1057500.00,MTGE
2023031300102001,Queens,11412,10431,10,18940 113TH RD,2023-03-13,46334.70,MTGE
2023031300228001,Brooklyn,11207,3724,4,247 WYONA STREET,2023-03-13,43155.20,MTGE
2023031300256001,Queens,11369,1398,31,86-11 32ND AVENUE,2023-03-13,34279.92,MTGE
2023031300849001,Bronx,10452,2506,31,1224 SHAKESPEARE AVENUE,2023-03-13,14252.63,MTGE
2023030900921001,Queens,11435,10076,22,107-14 INWOOD STREET,2023-03-10,79297.47,MTGE
2023031000154001,Queens,11692,16062,15,74-11 HILLMEYER AVENUE,2023-03-10,19752.47,MTGE
2023031000316001,Brooklyn,11210,7581,64,1730 BROOKLYN AVENUE,2023-03-10,7414.76,MTGE
2023031000515001,Queens,11436,12007,210,147-19 FOCH BOULEVARD,2023-03-10,32459.70,MTGE
2023031000607001,Queens,11433,10191,16,110-18 164TH PLACE,2023-03-10,16878.59,MTGE
2023030800400001,Bronx,10461,4231,4,1906 MULFORD AVENUE,2023-03-09,29308.62,MTGE
2023030800934001,Queens,11421,8966,46,89-23 84TH STREET,2023-03-09,105302.61,MTGE
2023030800936001,Queens,11379,2924,2,61-73 69TH STREET,2023-03-09,10264.73,MTGE
2023030900110001,Bronx,10467,4665,62,710 EAST 218 STREET,2023-03-09,23043.04,MTGE
2023030900111001,Queens,11412,10978,23,112-02 203RD STREET,2023-03-09,28035.91,MTGE
2023030800875001,Bronx,10459,2963,164,815 EAST 170 STREET,2023-03-09,13832.24,MTGE
2023030600736002,Queens,11413,13510,3,230-03 144TH AVE,2023-03-08,148306.76,MTGE
2023030700578001,Bronx,10466,5045,40,752 EAST 237 STREET,2023-03-08,11950.31,MTGE
2023030700871001,Bronx,10466,4901,35,1162 EAST 223 STREET,2023-03-08,434.75,MTGE
2023030800001001,Brooklyn,11212,4691,36,500 EAST 95TH STREET,2023-03-08,66816.72,MTGE
2023030800008001,Queens,11422,13257,27,242-14 138TH AVENUE,2023-03-08,91539.43,MTGE
2023030800015001,Brooklyn,11213,1365,70,1295 PARK PLACE,2023-03-08,64179.61,MTGE
2023030600501001,Bronx,10455,2617,86,637-639 EAGLE AVENUE,2023-03-07,36532.13,MTGE
2023030600933001,Queens,11413,12967,34,133-15 228TH STREET,2023-03-07,57952.91,MTGE
2023030700004001,Queens,11429,11206,84,223-20 110TH AVENUE,2023-03-07,15330.52,MTGE
2023030700305001,Queens,11104,133,24,39-57 48TH STREET,2023-03-07,1148400.00,MTGE
2023030300560002,Brooklyn,11226,5190,12,314 EAST 25TH STREET,2023-03-06,1282500.00,MTGE
2023030600001001,Bronx,10470,5118,75,816 PENFIELD STREET,2023-03-06,73435.75,MTGE
2023030600004001,Brooklyn,11208,4266,31,522 PINE STREET,2023-03-06,24449.90,MTGE
2023030600143001,Bronx,10469,4386,5,1359 ASTOR AVENUE,2023-03-06,57888.54,MTGE
2023030600200001,Queens,11421,8892,9,85-32 98TH ST,2023-03-06,96557.56,MTGE
2023030600320001,Queens,11434,12281,19,132-30 157TH STREET,2023-03-06,30403.30,MTGE
2023030200787001,Queens,11434,12298,9,159-18 134TH AVENUE,2023-03-03,138422.04,MTGE
2023030300102001,Queens,11413,13169,54,137-32 229TH STREET,2023-03-03,101223.28,MTGE
2023030300197001,Queens,11434,12520,14,172-12 128TH AVENUE,2023-03-03,13204.33,MTGE
2023030300538001,Brooklyn,11236,8033,61,1054 EAST 82ND STREET,2023-03-03,82454.52,MTGE
2023030200015001,Queens,11412,10996,3,113-05 201ST STREET,2023-03-02,9576.09,MTGE
2022093000339001,Queens,11369,1426,9,96 -18 32ND AVE,2023-03-01,67365.48,MTGE
2023030100010001,Brooklyn,11233,1549,74,1047 HERKIMER STREET,2023-03-01,76884.06,MTGE
2023030100296001,Brooklyn,11236,8274,37,1547 REMSEN AVENUE,2023-03-01,78263.55,MTGE
2023030100467001,Brooklyn,,4415,1472,240 COZINE AVENUE,2023-03-01,4009.58,MTGE
2023022800647001,Bronx,10466,4879,155,1032 EAST 233 STREET,2023-02-28,16741.17,MTGE
2023022700767001,Queens,11429,11232,46,216-37 113TH DRIVE,2023-02-28,133563.36,MTGE
2023022700808001,Queens,11434,12197,64,115-33 157TH STREET,2023-02-28,22856.82,MTGE
2023022700837001,Brooklyn,,4415,1158,190 COZINE AVE,2023-02-28,18224.43,MTGE
2023022700867001,Queens,11435,10064,106,107-28 139TH STREET,2023-02-28,12424.24,MTGE
2023022700978002,Brooklyn,11229,8830,95,2332 PLUMB 1ST ST,2023-02-28,840000.00,MTGE
2023022800407001,Bronx,10466,4929,71,1103 EAST 231 STREET,2023-02-28,37866.30,MTGE
2023022101038001,Bronx,10466,4929,10,1110 EAST 233 STREET,2023-02-27,28185.00,MTGE
2023022400531001,Brooklyn,11207,3808,46,532 WYONA STREET,2023-02-27,11633.23,MTGE
2023022400603001,Queens,11429,11125,52,209-66 112TH AVENUE,2023-02-27,10458.41,MTGE
2023022400665001,Bronx,10467,4663,42,752 EAST 216 STREET,2023-02-27,76191.79,MTGE
2023022400698001,Queens,11433,10172,53,108-50 164TH PLACE,2023-02-27,36839.15,MTGE
2023022400809001,Bronx,10455,2683,4,568 PROSPECT AVENUE,2023-02-27,141776.73,MTGE
2023022400825002,Queens,11411,11233,59,216-31 114TH AVENUE,2023-02-27,77460.01,MTGE
2023022400894001,Queens,11434,12204,270,153-21 118TH AVENUE,2023-02-27,14411.58,MTGE
2023022400930001,Queens,11412,10390,1,115-19 NEWBURG STREET,2023-02-27,138616.62,MTGE
2023022700080001,Queens,11417,11547,69,95-23 NORTH CONDUIT AVENUE,2023-02-27,62955.20,MTGE
2023022700116001,Queens,11412,12639,36,118-37 204TH STREET,2023-02-27,10823.16,MTGE
2023022700326001,Bronx,10469,4768,40,1659 ADEE AVENUE,2023-02-27,32589.31,MTGE
2023022700604001,Bronx,10460,3000,23,1504 BRYANT AVENUE,2023-02-27,78135.90,MTGE
2023022700645001,Queens,11434,12332,118,114-31 168TH STREET,2023-02-27,12977.81,MTGE
2023022300648002,Queens,11004,8702,155,79-40 266TH STREET,2023-02-24,1065000.00,MTGE
2023022300810001,Brooklyn,11214,6228,51,1955 76TH STREET,2023-02-24,173254.67,MTGE
2023022300890001,Brooklyn,11236,7965,26,559 EAST 86TH STREET,2023-02-24,23606.34,MTGE
2023022300922001,Bronx,10466,4847,33,801 EAST 222 STREET,2023-02-24,70201.50,MTGE
2023022400477001,Bronx,10473,3598,69,711 TAYLOR AVE,2023-02-24,11976.05,MTGE
2023022400583001,Brooklyn,11208,4504,64,817 LOGAN STREET,2023-02-24,25398.64,MTGE
2023021700317001,Bronx,10469,4522,47,2725 HERING AVENUE,2023-02-23,13947.53,MTGE
2023022300155001,Queens,11422,13698,75,259-19 CRAFT AVENUE,2023-02-23,24853.91,MTGE
2023022300155001,Queens,11422,13698,75,259-19 CRAFT AVENUE,2023-02-23,24853.91,MTGE
2023022300155001,Queens,11422,13698,75,259-19 CRAFT AVENUE,2023-02-23,24853.91,MTGE
2023022300155001,Queens,11422,13698,5,149-51 259TH STREET,2023-02-23,24853.91,MTGE
2023022200770001,Brooklyn,11207,3742,40,384 MILLER AVE,2023-02-23,147967.48,MTGE
2023022200813001,Queens,11411,11323,41,116-12 223RD STREET,2023-02-23,22327.12,MTGE
2023022200893001,Queens,11412,12675,84,121-32 194TH STREET,2023-02-23,19677.48,MTGE
2023022300230001,Queens,11412,10896,3,200-06 104TH AVENUE,2023-02-23,51637.58,MTGE
2023022300341001,Queens,11413,13357,49,146-53 183RD STREET,2023-02-23,64723.98,MTGE
2023022300345001,Queens,11413,13163,33,135-09 229TH STREET,2023-02-23,162756.36,MTGE
2023010600526002,Brooklyn,11214,6851,14,2318 82ND STREET,2023-02-22,1456200.00,MTGE
2023021500938001,Queens,11422,13611,38,139-26 249TH STREET,2023-02-22,116293.89,MTGE
2023022200045001,Brooklyn,11233,1357,145,1792 BERGEN STREET,2023-02-22,12577.98,MTGE
2023022200288001,Queens,11422,13226,8,135-33 245TH STREET,2023-02-22,66748.80,MTGE
2023022200491001,Bronx,10469,4730,14,3429 WICKHAM AVENUE,2023-02-22,9248.43,MTGE
2022120500788001,Bronx,10473,3575,161,677 HAVEMEYER AVENUE,2023-02-21,146102.64,MTGE
2023021700379001,Bronx,10466,5005,42,1717 BUSSING AVE,2023-02-21,35941.16,MTGE
2023021700771001,Brooklyn,,11499,132,97-05134 TH RD,2023-02-21,21746.60,MTGE
2023021700771001,Queens,11417,11499,132,97-05 134TH ROAD,2023-02-21,21746.60,MTGE
2023022000166002,Brooklyn,11236,8238,32,1353 EAST 92ND STREET,2023-02-21,16127.94,MTGE
2023022100001001,Queens,11413,13434,76,147-32 SPRINGFIELD LANE,2023-02-21,158448.26,MTGE
2023022100002001,Brooklyn,11233,1458,116,1506 ST MARKS AVENUE,2023-02-21,63615.69,MTGE
2023022100307001,Bronx,10462,3831,1,2301 ELLIS AVENUE,2023-02-21,16135.68,MTGE
2023022100402001,Bronx,10459,2972,27,1336 CHISHOLM STREET,2023-02-21,154768.26,MTGE
2023022100637001,Bronx,10461,4231,20,1942 MULFORD AVENUE,2023-02-21,11665.23,MTGE
2023022100723001,Bronx,10463,3263,264,3926 ORLOFF AVENUE,2023-02-21,47912.50,MTGE
2023022100160001,Brooklyn,11207,4343,52,179 MALTA STREET,2023-02-21,56035.32,MTGE
2023021600691001,Brooklyn,11208,4527,37,925 EUCLID AVENUE,2023-02-17,17965.92,MTGE
2023021600871001,Bronx,10466,5016,28,4145 BAYCHESTER AVENUE,2023-02-17,93765.96,MTGE
2023021600899001,Queens,11412,10347,94,183-27 DUNLOP AVENUE,2023-02-17,6659.15,MTGE
2023021600938001,Brooklyn,11208,4116,30,224 ETNA STREET,2023-02-17,22619.94,MTGE
2023021700239002,Bronx,10461,5396,18,1525 CROSBY AVENUE,2023-02-17,1050000.00,MTGE
2023021700460001,Queens,11422,13660,33,253-12 CRAFT AVENUE,2023-02-17,26520.87,MTGE
2023021400261001,Bronx,10466,4934,14,3919 GRACE AVENUE,2023-02-16,84058.43,MTGE
2023021500781001,Bronx,10466,4877,72,1092 E 231ST ST,2023-02-16,148469.82,MTGE
2023021600108001,Queens,11379,3783,53,79-37 68TH ROAD,2023-02-16,58105.81,MTGE
2023021600429001,Queens,11433,12148,143,157-07 110TH AVENUE,2023-02-16,101420.18,MTGE
2023021600479003,Queens,11428,10631,58,92-01 215TH STREET,2023-02-16,66055.15,MTGE
2023021400742001,Bronx,10462,4044,14,1725 MATTHEWS AVENUE,2023-02-15,71403.14,MTGE
2023021400936001,Queens,11434,12591,223,173-03 143RD ROAD,2023-02-15,30739.26,MTGE
2023021500222001,Queens,11420,11720,56,132-42 114TH PLACE,2023-02-15,40738.14,MTGE
2023021500406001,Bronx,10469,4707,25,1131 EAST212TH STREET,2023-02-15,27312.53,MTGE
2023021000620001,Queens,11691,15795,47,312 BEACH 31 STREET,2023-02-14,110648.91,MTGE
2023021300478001,Brooklyn,11212,3608,36,2262 STRAUSS STREET,2023-02-14,76868.88,MTGE
2023021300661001,Bronx,10467,4665,42,719 EAST 217 STREET,2023-02-14,171138.93,MTGE
2023021300901001,Queens,11417,9539,82,107-67 100TH STREET,2023-02-14,25250.96,MTGE
2023021300927001,Queens,11411,12789,94,119-39 229TH STREET,2023-02-14,92430.07,MTGE
2023021400488001,Queens,11433,12171,1,111-51 156TH STREET,2023-02-14,10877.88,MTGE
2023021400606001,Brooklyn,11212,3812,2,427 CHRISTOPHER AVENUE,2023-02-14,84217.93,MTGE
2023021000777001,Queens,11434,12353,377,116-34 MERRICK BOULEVARD,2023-02-13,161343.05,MTGE
2023021300158001,Queens,11413,12855,163,226-11 130TH AVENUE,2023-02-13,160503.23,MTGE
2023021300601001,Queens,11434,13283,135,168-11 144TH TERRACE,2023-02-13,36470.86,MTGE
2023021300695001,Bronx,10460,3913,53,1735 MANSION STREET,2023-02-13,110164.28,MTGE
2023021000243001,Bronx,10457,3050,1,2186 WASHINGTON AVENUE,2023-02-10,102526.27,MTGE
2023020800956001,Brooklyn,11207,4300,66,731 NEW JERSEY AVENUE,2023-02-09,163992.48,MTGE
2023020100225002,Bronx,10466,4955,55,3911 DE REIMER AVENUE,2023-02-08,136740.46,MTGE
2023020601062001,Queens,11412,12620,18,117-24 200TH STREET,2023-02-08,25912.38,MTGE
2023020701131001,Queens,11436,11978,46,114-39 147TH STREET,2023-02-08,11363.34,MTGE
2023020601126001,Queens,11412,12644,36,188-15 120TH AVENUE,2023-02-07,9131.81,MTGE
2023020700119001,Brooklyn,11216,1857,63,64 DECATUR STREET,2023-02-07,10686.96,MTGE
2023020700567001,Bronx,10465,5595,37,280 BALCOM AVENUE,2023-02-07,35364.91,MTGE
2023020300822001,Bronx,10465,5521,12,151 PRENTISS AVENUE,2023-02-06,63652.33,MTGE
2023020300841001,Queens,11413,13462,99,146-58 229TH STREET,2023-02-06,15637.12,MTGE
2023020600322001,Queens,11354,4850,45,27 -14 157TH ST,2023-02-06,67829.66,MTGE
2023020600581001,Queens,11436,12109,33,130-11 146TH STREET,2023-02-06,8531.80,MTGE
2023020600666001,Bronx,10462,4053,62,1819 BARNES AVENUE,2023-02-06,16281.86,MTGE
2023012501024001,Bronx,10462,3902,45,1453 WHITE PLAINS ROAD,2023-02-02,26899.02,MTGE
2023020200560001,Queens,11426,8563,22,8036 251ST ST,2023-02-02,38165.65,MTGE
2023020200578001,Bronx,10453,2877,189,1529 POPHAM AVENUE,2023-02-02,48158.48,MTGE
2023013100510001,Bronx,10469,4717,61,3605 MICKLE AVENUE,2023-02-02,74056.24,MTGE
2023020100153001,Queens,11412,12645,17,119-22 190TH STREET,2023-02-02,32398.86,MTGE
2023020100528001,Bronx,10465,5607,104,2584 HARDING AVENUE,2023-02-02,22162.01,MTGE
2023020100906001,Queens,11412,10996,39,113-21 201ST STREET,2023-02-02,106957.40,MTGE
2023020100934001,Queens,11414,14075,89,163-49 91ST STREET,2023-02-02,54857.47,MTGE
2023020200002001,Queens,11434,12475,82,179-35 ANDERSON ROAD,2023-02-02,9842.06,MTGE
2023020200182001,Bronx,10465,5526,117,4386 LOCUST POINT DRIVE,2023-02-02,59963.79,MTGE
2023020200543001,Queens,11413,12925,95,217-09 133RD AVENUE,2023-02-02,23900.23,MTGE
2023020200556001,Queens,11413,13079,6,183-11 144TH AVENUE,2023-02-02,13110.56,MTGE
2023013100578001,Queens,11433,10335,18,177-42 106TH ROAD,2023-02-01,133385.34,MTGE
2023013100598001,Queens,11412,10995,11,113-12 201ST STREET,2023-02-01,21552.75,MTGE
2023013100624001,Queens,11435,11952,56,147-36 110TH ROAD,2023-02-01,13381.76,MTGE
2023013100686001,Queens,11434,12329,26,165-08 LINDEN BOULEVARD,2023-02-01,41879.04,MTGE
2023013100743001,Queens,11413,13498,55,144-32 229TH STREET,2023-02-01,27116.08,MTGE
2023020100006001,Queens,11411,11280,96,115-20 217TH STREET,2023-02-01,26686.03,MTGE
2023020100014001,Queens,11422,13560,32,140-27 BROOKVILLE BOULEVARD,2023-02-01,17502.90,MTGE
2023013000501001,Queens,11434,10311,15,114-12 180TH STREET,2023-01-31,31736.85,MTGE
2023013000703001,Queens,11691,15654,34,14-19 CHANDLER STREET,2023-01-31,92440.92,MTGE
2023013000730002,Queens,11434,13293,107,145-19 177TH STREET,2023-01-31,127094.57,MTGE
2023013100144001,Queens,11432,9855,10,84-25 165TH STREET,2023-01-31,178186.44,MTGE
2023013100385001,Bronx,10469,4561,22,2930 TENBROECK AVENUE,2023-01-31,98935.74,MTGE
2023013100486001,Brooklyn,11236,8075,38,1309 EAST 84TH STREET,2023-01-31,15619.20,MTGE
2023013000006001,Queens,11691,15656,10,14-36 EGGERT PLACE,2023-01-31,5122.00,MTGE
2023013000244001,Queens,11691,15808,109,31-01 SEAGIRT AVENUE,2023-01-31,117127.68,MTGE
2023012600744001,Queens,11413,12727,49,192-10 WILLIAMSON AVENUE,2023-01-30,30329.00,MTGE
2023012700062001,Queens,11429,10777,6,N/A 221ST STREET,2023-01-30,120002.20,MTGE
2023012700062001,Queens,11429,10777,7,101-21 221ST STREET,2023-01-30,120002.20,MTGE
2023012700408001,Queens,11412,10420,74,187-10 KEESEVILLE AVENUE,2023-01-30,14821.95,MTGE
2023012700553001,Queens,11434,13317,34,178-36 145TH AVENUE,2023-01-30,47597.91,MTGE
2023012700731001,Brooklyn,11208,4290,53,1515 DUMONT AVENUE,2023-01-30,0.00,MTGE
2023012700765001,Queens,11413,12934,162,13142 225TH STREET,2023-01-30,11742.87,MTGE
2023012700779001,Queens,11413,12959,23,133-21 220TH STREET,2023-01-30,25593.92,MTGE
2023012800017001,Brooklyn,11236,8282,26,1489 EAST 98TH STREET,2023-01-30,24098.43,MTGE
2023013000371001,Brooklyn,11203,4953,14,568 EAST 37TH STREET,2023-01-30,17346.01,MTGE
2023012501011001,Queens,11435,11966,85,112-03 148TH STREET,2023-01-27,0.00,MTGE
2023012600276001,Queens,11413,12970,38,133-18 231ST STREET,2023-01-27,119170.38,MTGE
2023012600312001,Queens,11433,12164,17,110-17 160TH STREET,2023-01-27,16308.53,MTGE
2023012700240001,Bronx,10469,4869,123,1019 EAST 222 STREET,2023-01-27,44576.61,MTGE
2023012400754001,Queens,11385,3853,113,88-13 RUTLEDGE AVENUE,2023-01-26,61099.70,MTGE
2023012401010001,Queens,11412,10968,132,190-54 112 TH AVE,2023-01-26,39541.62,MTGE
2023012500652001,Brooklyn,11214,6460,237,8918 16TH AVENUE,2023-01-26,60689.54,MTGE
2023012500759001,Brooklyn,11205,2046,13,111 CLERMONT AVENUE,2023-01-26,18227.23,MTGE
2023012500843001,Bronx,10467,4674,49,3670 BARNES AVENUE,2023-01-26,109777.18,MTGE
2023012500937001,Bronx,10465,5416,154,1643 BAY VIEW AVENUE,2023-01-26,130560.46,MTGE
2023012501042001,Bronx,10469,4564,171,2705 DEWITT PLACE,2023-01-26,33773.39,MTGE
